&IN
 ETA= 0.83999999999999997     ,
 XI0= 0.12110000000000000     ,
 BETA=  4.8399999999999999     ,
 P=-0.29999999999999999     ,
 K0=  3.8399999999999999     ,
 KF=  1.0000000000000000     ,
 L0=  8.0000000000000000     ,
 LF=  30.000000000000000     ,
 LM=  20.000000000000000     ,
 LW=  5.0000000000000000     ,
 T0=  125.59999999999999     ,
 TF=  257.00000000000000     ,
 VS=  2.4529999999999998     ,
 NMAX=10000      ,
 /
  0.83999999999999997     
  0.12110000000000000     
   4.8399999999999999     
 -0.29999999999999999     
   3.8399999999999999     
   1.0000000000000000     
   8.0000000000000000     
   30.000000000000000     
   20.000000000000000     
   5.0000000000000000     
   125.59999999999999     
   257.00000000000000     
   2.4529999999999998     
       10000
   2.2000000000000001E-003

L                        T                        Ta                       v                        
    0.10373800000000E+02     0.17570060142132E+03     0.64883769970953E+02     0.40078801117688E+02     0.38308053969750E+01
    0.10376000000000E+02     0.17571668640633E+03     0.64856451743222E+02     0.40181327702639E+02     0.38307880657128E+01
    0.10378200000000E+02     0.17573273645686E+03     0.64828878573463E+02     0.40284094453624E+02     0.38307707050695E+01
    0.10380400000000E+02     0.17574875161309E+03     0.64801629079841E+02     0.40387101872756E+02     0.38307533150022E+01
    0.10382600000000E+02     0.17576473191514E+03     0.64774124179346E+02     0.40490350463040E+02     0.38307358954677E+01
    0.10384800000000E+02     0.17578067740306E+03     0.64746943282287E+02     0.40593840728366E+02     0.38307184464228E+01
    0.10387000000000E+02     0.17579658811689E+03     0.64719506513318E+02     0.40697573173518E+02     0.38307009678243E+01
    0.10389200000000E+02     0.17581246409659E+03     0.64692394075642E+02     0.40801548304171E+02     0.38306834596290E+01
    0.10391400000000E+02     0.17582830538210E+03     0.64665025300830E+02     0.40905766626896E+02     0.38306659217935E+01
    0.10393600000000E+02     0.17584411201328E+03     0.64637981185723E+02     0.41010228649157E+02     0.38306483542745E+01
    0.10395800000000E+02     0.17585988402996E+03     0.64610680268062E+02     0.41114934879314E+02     0.38306307570284E+01
    0.10398000000000E+02     0.17587562147192E+03     0.64583704339076E+02     0.41219885826624E+02     0.38306131300119E+01
    0.10400200000000E+02     0.17589132437890E+03     0.64556471141925E+02     0.41325082001245E+02     0.38305954731814E+01
    0.10402400000000E+02     0.17590699279057E+03     0.64529563262975E+02     0.41430523914228E+02     0.38305777864933E+01
    0.10404600000000E+02     0.17592262674658E+03     0.64502397650057E+02     0.41536212077530E+02     0.38305600699040E+01
    0.10406800000000E+02     0.17593822628649E+03     0.64475557685421E+02     0.41642147004010E+02     0.38305423233698E+01
    0.10409000000000E+02     0.17595379144986E+03     0.64448459520820E+02     0.41748329207426E+02     0.38305245468470E+01
    0.10411200000000E+02     0.17596932227617E+03     0.64421687335139E+02     0.41854759202442E+02     0.38305067402918E+01
    0.10413400000000E+02     0.17598481880487E+03     0.64394656483299E+02     0.41961437504627E+02     0.38304889036604E+01
    0.10415600000000E+02     0.17600028107535E+03     0.64367951941573E+02     0.42068364630458E+02     0.38304710369089E+01
    0.10417800000000E+02     0.17601570912695E+03     0.64340988267300E+02     0.42175541097315E+02     0.38304531399934E+01
    0.10420000000000E+02     0.17603110299898E+03     0.64314351234888E+02     0.42282967423492E+02     0.38304352128698E+01
    0.10422200000000E+02     0.17604646273069E+03     0.64287454603346E+02     0.42390644128189E+02     0.38304172554941E+01
    0.10424400000000E+02     0.17606178836128E+03     0.64260884945967E+02     0.42498571731519E+02     0.38303992678223E+01
    0.10426600000000E+02     0.17607707992991E+03     0.64234055222677E+02     0.42606750754504E+02     0.38303812498103E+01
    0.10428800000000E+02     0.17609233747568E+03     0.64207552806406E+02     0.42715181719084E+02     0.38303632014137E+01
    0.10431000000000E+02     0.17610756103766E+03     0.64180789857246E+02     0.42823865148108E+02     0.38303451225885E+01
    0.10433200000000E+02     0.17612275065487E+03     0.64154354548515E+02     0.42932801565348E+02     0.38303270132902E+01
    0.10435400000000E+02     0.17613790636626E+03     0.64127658239718E+02     0.43041991495481E+02     0.38303088734746E+01
    0.10437600000000E+02     0.17615302821077E+03     0.64101289905313E+02     0.43151435464114E+02     0.38302907030973E+01
    0.10439800000000E+02     0.17616811622726E+03     0.64074660103467E+02     0.43261133997766E+02     0.38302725021138E+01
    0.10442000000000E+02     0.17618317045456E+03     0.64048358610531E+02     0.43371087623879E+02     0.38302542704797E+01
    0.10444200000000E+02     0.17619819093144E+03     0.64021795182577E+02     0.43481296870814E+02     0.38302360081503E+01
    0.10446400000000E+02     0.17621317769665E+03     0.63995560398601E+02     0.43591762267857E+02     0.38302177150811E+01
    0.10448600000000E+02     0.17622813078886E+03     0.63969063211832E+02     0.43702484345215E+02     0.38301993912275E+01
    0.10450800000000E+02     0.17624305024672E+03     0.63942895004663E+02     0.43813463634022E+02     0.38301810365447E+01
    0.10453000000000E+02     0.17625793610881E+03     0.63916463926724E+02     0.43924700666337E+02     0.38301626509880E+01
    0.10455200000000E+02     0.17627278841369E+03     0.63890362164558E+02     0.44036195975148E+02     0.38301442345127E+01
    0.10457400000000E+02     0.17628760719985E+03     0.63863997063443E+02     0.44147950094367E+02     0.38301257870737E+01
    0.10459600000000E+02     0.17630239250574E+03     0.63837961614827E+02     0.44259963558838E+02     0.38301073086263E+01
    0.10461800000000E+02     0.17631714436977E+03     0.63811662358878E+02     0.44372236904338E+02     0.38300887991255E+01
    0.10464000000000E+02     0.17633186283029E+03     0.63785693092707E+02     0.44484770667569E+02     0.38300702585263E+01
    0.10466200000000E+02     0.17634654792564E+03     0.63759459550617E+02     0.44597565386176E+02     0.38300516867836E+01
    0.10468400000000E+02     0.17636119969406E+03     0.63733556336132E+02     0.44710621598727E+02     0.38300330838522E+01
    0.10470600000000E+02     0.17637581817378E+03     0.63707388376939E+02     0.44823939844735E+02     0.38300144496872E+01
    0.10472800000000E+02     0.17639040340297E+03     0.63681551083730E+02     0.44937520664640E+02     0.38299957842431E+01
    0.10475000000000E+02     0.17640495541977E+03     0.63655448576818E+02     0.45051364599826E+02     0.38299770874749E+01
    0.10477200000000E+02     0.17641947426225E+03     0.63629677074819E+02     0.45165472192617E+02     0.38299583593371E+01
    0.10479400000000E+02     0.17643395996846E+03     0.63603639889916E+02     0.45279843986273E+02     0.38299395997843E+01
    0.10481600000000E+02     0.17644841257639E+03     0.63577934049407E+02     0.45394480524992E+02     0.38299208087713E+01
    0.10483800000000E+02     0.17646283212397E+03     0.63551962056587E+02     0.45509382353922E+02     0.38299019862524E+01
    0.10486000000000E+02     0.17647721864912E+03     0.63526321748190E+02     0.45624550019148E+02     0.38298831321822E+01
    0.10488200000000E+02     0.17649157218968E+03     0.63500414817867E+02     0.45739984067705E+02     0.38298642465151E+01
    0.10490400000000E+02     0.17650589278346E+03     0.63474839912546E+02     0.45855685047567E+02     0.38298453292054E+01
    0.10492600000000E+02     0.17652018046823E+03     0.63448997915478E+02     0.45971653507662E+02     0.38298263802076E+01
    0.10494800000000E+02     0.17653443528170E+03     0.63423488284540E+02     0.46087889997862E+02     0.38298073994758E+01
    0.10497000000000E+02     0.17654865726155E+03     0.63397711091824E+02     0.46204395068984E+02     0.38297883869643E+01
    0.10499200000000E+02     0.17656284644540E+03     0.63372266606915E+02     0.46321169272809E+02     0.38297693426272E+01
    0.10501400000000E+02     0.17657700287083E+03     0.63346554089988E+02     0.46438213162051E+02     0.38297502664186E+01
    0.10503600000000E+02     0.17659112657539E+03     0.63321174623094E+02     0.46555527290390E+02     0.38297311582927E+01
    0.10505800000000E+02     0.17660521759655E+03     0.63295526653732E+02     0.46673112212455E+02     0.38297120182033E+01
    0.10508000000000E+02     0.17661927597178E+03     0.63270212077177E+02     0.46790968483833E+02     0.38296928461046E+01
    0.10510200000000E+02     0.17663330173846E+03     0.63244628527494E+02     0.46909096661062E+02     0.38296736419503E+01
    0.10512400000000E+02     0.17664729493396E+03     0.63219378713938E+02     0.47027497301643E+02     0.38296544056944E+01
    0.10514600000000E+02     0.17666125559559E+03     0.63193859456383E+02     0.47146170964030E+02     0.38296351372906E+01
    0.10516800000000E+02     0.17667518376061E+03     0.63168674278824E+02     0.47265118207639E+02     0.38296158366926E+01
    0.10519000000000E+02     0.17668907946624E+03     0.63143219186183E+02     0.47384339592851E+02     0.38295965038543E+01
    0.10521200000000E+02     0.17670294274967E+03     0.63118098517954E+02     0.47503835681000E+02     0.38295771387291E+01
    0.10523400000000E+02     0.17671677364803E+03     0.63092707463346E+02     0.47623607034390E+02     0.38295577412708E+01
    0.10525600000000E+02     0.17673057219840E+03     0.63067651178113E+02     0.47743654216287E+02     0.38295383114328E+01
    0.10527800000000E+02     0.17674433843782E+03     0.63042324034993E+02     0.47863977790923E+02     0.38295188491686E+01
    0.10530000000000E+02     0.17675807240330E+03     0.63017332006756E+02     0.47984578323495E+02     0.38294993544317E+01
    0.10532200000000E+02     0.17677177413179E+03     0.62992068648908E+02     0.48105456380171E+02     0.38294798271754E+01
    0.10534400000000E+02     0.17678544366021E+03     0.62967140751999E+02     0.48226612528084E+02     0.38294602673531E+01
    0.10536600000000E+02     0.17679908102541E+03     0.62941941053541E+02     0.48348047335340E+02     0.38294406749180E+01
    0.10538800000000E+02     0.17681268626422E+03     0.62917077162624E+02     0.48469761371015E+02     0.38294210498234E+01
    0.10541000000000E+02     0.17682625941342E+03     0.62891940998003E+02     0.48591755205156E+02     0.38294013920225E+01
    0.10543200000000E+02     0.17683980050974E+03     0.62867140988072E+02     0.48714029408787E+02     0.38293817014683E+01
    0.10545400000000E+02     0.17685330958987E+03     0.62842068232065E+02     0.48836584553903E+02     0.38293619781139E+01
    0.10547600000000E+02     0.17686678669045E+03     0.62817331978441E+02     0.48959421213479E+02     0.38293422219123E+01
    0.10549800000000E+02     0.17688023184810E+03     0.62792322506155E+02     0.49082539961462E+02     0.38293224328165E+01
    0.10552000000000E+02     0.17689364509936E+03     0.62767649884489E+02     0.49205941372781E+02     0.38293026107794E+01
    0.10554200000000E+02     0.17690702648076E+03     0.62742703571356E+02     0.49329626023343E+02     0.38292827557539E+01
    0.10556400000000E+02     0.17692037602876E+03     0.62718094457626E+02     0.49453594490036E+02     0.38292628676927E+01
    0.10558600000000E+02     0.17693369377978E+03     0.62693211179407E+02     0.49577847350730E+02     0.38292429465486E+01
    0.10560800000000E+02     0.17694697977022E+03     0.62668665449917E+02     0.49702385184275E+02     0.38292229922743E+01
    0.10563000000000E+02     0.17696023403642E+03     0.62643845082696E+02     0.49827208570510E+02     0.38292030048224E+01
    0.10565200000000E+02     0.17697345661466E+03     0.62619362614076E+02     0.49952318090255E+02     0.38291829841456E+01
    0.10567400000000E+02     0.17698664754120E+03     0.62594605034262E+02     0.50077714325317E+02     0.38291629301963E+01
    0.10569600000000E+02     0.17699980685226E+03     0.62570185703466E+02     0.50203397858492E+02     0.38291428429270E+01
    0.10571800000000E+02     0.17701293458400E+03     0.62545490787793E+02     0.50329369273566E+02     0.38291227222902E+01
    0.10574000000000E+02     0.17702603077254E+03     0.62521134472097E+02     0.50455629155309E+02     0.38291025682382E+01
    0.10576200000000E+02     0.17703909545396E+03     0.62496502097621E+02     0.50582178089488E+02     0.38290823807234E+01
    0.10578400000000E+02     0.17705212866430E+03     0.62472208674624E+02     0.50709016662859E+02     0.38290621596980E+01
    0.10580600000000E+02     0.17706513043956E+03     0.62447638718723E+02     0.50836145463173E+02     0.38290419051143E+01
    0.10582800000000E+02     0.17707810081568E+03     0.62423408066346E+02     0.50963565079175E+02     0.38290216169244E+01
    0.10585000000000E+02     0.17709103982858E+03     0.62398900406717E+02     0.51091276100603E+02     0.38290012950804E+01
    0.10587200000000E+02     0.17710394751412E+03     0.62374732403201E+02     0.51219279118193E+02     0.38289809395344E+01
    0.10589400000000E+02     0.17711682390811E+03     0.62350286917862E+02     0.51347574723685E+02     0.38289605502384E+01
    0.10591600000000E+02     0.17712966904635E+03     0.62326181441767E+02     0.51476163509809E+02     0.38289401271443E+01
    0.10593800000000E+02     0.17714248296457E+03     0.62301798009055E+02     0.51605046070303E+02     0.38289196702040E+01
    0.10596000000000E+02     0.17715526569846E+03     0.62277754939259E+02     0.51734222999897E+02     0.38288991793694E+01
    0.10598200000000E+02     0.17716801728368E+03     0.62253433437829E+02     0.51863694894334E+02     0.38288786545922E+01
    0.10600400000000E+02     0.17718073775583E+03     0.62229452653529E+02     0.51993462350356E+02     0.38288580958243E+01
    0.10602600000000E+02     0.17719342715049E+03     0.62205192962351E+02     0.52123525965710E+02     0.38288375030172E+01
    0.10604800000000E+02     0.17720608550317E+03     0.62181274343060E+02     0.52253886339144E+02     0.38288168761226E+01
    0.10607000000000E+02     0.17721871284936E+03     0.62157076341422E+02     0.52384544070425E+02     0.38287962150921E+01
    0.10609200000000E+02     0.17723130922450E+03     0.62133219766967E+02     0.52515499760319E+02     0.38287755198772E+01
    0.10611400000000E+02     0.17724387466399E+03     0.62109083334470E+02     0.52646754010603E+02     0.38287547904294E+01
    0.10613600000000E+02     0.17725640920319E+03     0.62085288684995E+02     0.52778307424069E+02     0.38287340267000E+01
    0.10615800000000E+02     0.17726891287740E+03     0.62061213701555E+02     0.52910160604514E+02     0.38287132286405E+01
    0.10618000000000E+02     0.17728138572190E+03     0.62037480857517E+02     0.53042314156754E+02     0.38286923962021E+01
    0.10620200000000E+02     0.17729382777192E+03     0.62013467203363E+02     0.53174768686620E+02     0.38286715293361E+01
    0.10622400000000E+02     0.17730623906265E+03     0.61989796045532E+02     0.53307524800951E+02     0.38286506279938E+01
    0.10624600000000E+02     0.17731861962923E+03     0.61965843601205E+02     0.53440583107609E+02     0.38286296921261E+01
    0.10626800000000E+02     0.17733096950677E+03     0.61942234010660E+02     0.53573944215472E+02     0.38286087216843E+01
    0.10629000000000E+02     0.17734328873033E+03     0.61918342657013E+02     0.53707608734435E+02     0.38285877166193E+01
    0.10631200000000E+02     0.17735557733493E+03     0.61894794515148E+02     0.53841577275414E+02     0.38285666768822E+01
    0.10633400000000E+02     0.17736783535556E+03     0.61870964133343E+02     0.53975850450349E+02     0.38285456024239E+01
    0.10635600000000E+02     0.17738006282714E+03     0.61847477321859E+02     0.54110428872200E+02     0.38285244931952E+01
    0.10637800000000E+02     0.17739225978458E+03     0.61823707793368E+02     0.54245313154947E+02     0.38285033491470E+01
    0.10640000000000E+02     0.17740442626272E+03     0.61800282194277E+02     0.54380503913600E+02     0.38284821702300E+01
    0.10642200000000E+02     0.17741656229639E+03     0.61776573400879E+02     0.54516001764195E+02     0.38284609563950E+01
    0.10644400000000E+02     0.17742866792036E+03     0.61753208896501E+02     0.54651807323787E+02     0.38284397075926E+01
    0.10646600000000E+02     0.17744074316935E+03     0.61729560720284E+02     0.54787921210473E+02     0.38284184237733E+01
    0.10648800000000E+02     0.17745278807806E+03     0.61706257193245E+02     0.54924344043362E+02     0.38283971048879E+01
    0.10651000000000E+02     0.17746480268113E+03     0.61682669516604E+02     0.55061076442609E+02     0.38283757508867E+01
    0.10653200000000E+02     0.17747678701317E+03     0.61659426849836E+02     0.55198119029391E+02     0.38283543617201E+01
    0.10655400000000E+02     0.17748874110876E+03     0.61635899555470E+02     0.55335472425923E+02     0.38283329373387E+01
    0.10657600000000E+02     0.17750066500240E+03     0.61612717632212E+02     0.55473137255451E+02     0.38283114776927E+01
    0.10659800000000E+02     0.17751255872860E+03     0.61589250603126E+02     0.55611114142252E+02     0.38282899827323E+01
    0.10662000000000E+02     0.17752442232178E+03     0.61566129306920E+02     0.55749403711651E+02     0.38282684524079E+01
    0.10664200000000E+02     0.17753625581636E+03     0.61542722426422E+02     0.55888006589998E+02     0.38282468866695E+01
    0.10666400000000E+02     0.17754805924670E+03     0.61519661641115E+02     0.56026923404686E+02     0.38282252854674E+01
    0.10668600000000E+02     0.17755983264712E+03     0.61496314792816E+02     0.56166154784154E+02     0.38282036487515E+01
    0.10670800000000E+02     0.17757157605190E+03     0.61473314402556E+02     0.56305701357872E+02     0.38281819764718E+01
    0.10673000000000E+02     0.17758328949527E+03     0.61450027470370E+02     0.56445563756358E+02     0.38281602685783E+01
    0.10675200000000E+02     0.17759497301145E+03     0.61427087359608E+02     0.56585742611167E+02     0.38281385250210E+01
    0.10677400000000E+02     0.17760662663458E+03     0.61403860227749E+02     0.56726238554907E+02     0.38281167457496E+01
    0.10679600000000E+02     0.17761825039879E+03     0.61380980281237E+02     0.56867052221224E+02     0.38280949307139E+01
    0.10681800000000E+02     0.17762984433816E+03     0.61357812834219E+02     0.57008184244816E+02     0.38280730798637E+01
    0.10684000000000E+02     0.17764140848671E+03     0.61334992937008E+02     0.57149635261423E+02     0.38280511931486E+01
    0.10686200000000E+02     0.17765294287846E+03     0.61311885059645E+02     0.57291405907839E+02     0.38280292705183E+01
    0.10688400000000E+02     0.17766444754736E+03     0.61289125097085E+02     0.57433496821905E+02     0.38280073119223E+01
    0.10690600000000E+02     0.17767592252733E+03     0.61266076674490E+02     0.57575908642515E+02     0.38279853173101E+01
    0.10692800000000E+02     0.17768736785224E+03     0.61243376532229E+02     0.57718642009614E+02     0.38279632866312E+01
    0.10695000000000E+02     0.17769878355593E+03     0.61220387449812E+02     0.57861697564201E+02     0.38279412198350E+01
    0.10697200000000E+02     0.17771016967220E+03     0.61197747013797E+02     0.58005075948329E+02     0.38279191168709E+01
    0.10699400000000E+02     0.17772152623481E+03     0.61174817157263E+02     0.58148777805109E+02     0.38278969776881E+01
    0.10701600000000E+02     0.17773285327747E+03     0.61152236313736E+02     0.58292803778705E+02     0.38278748022359E+01
    0.10703800000000E+02     0.17774415083386E+03     0.61129365569089E+02     0.58437154514345E+02     0.38278525904634E+01
    0.10706000000000E+02     0.17775541893763E+03     0.61106844204588E+02     0.58581830658306E+02     0.38278303423198E+01
    0.10708200000000E+02     0.17776665762236E+03     0.61084032458123E+02     0.58726832857939E+02     0.38278080577542E+01
    0.10710400000000E+02     0.17777786692162E+03     0.61061570459481E+02     0.58872161761644E+02     0.38277857367155E+01
    0.10712600000000E+02     0.17778904686893E+03     0.61038817597790E+02     0.59017818018892E+02     0.38277633791528E+01
    0.10714800000000E+02     0.17780019749777E+03     0.61016414852132E+02     0.59163802280216E+02     0.38277409850149E+01
    0.10717000000000E+02     0.17781131884157E+03     0.60993720762100E+02     0.59310115197208E+02     0.38277185542507E+01
    0.10719200000000E+02     0.17782241093374E+03     0.60971377156846E+02     0.59456757422536E+02     0.38276960868089E+01
    0.10721400000000E+02     0.17783347380764E+03     0.60948741725650E+02     0.59603729609927E+02     0.38276735826384E+01
    0.10723600000000E+02     0.17784450749659E+03     0.60926457148510E+02     0.59751032414181E+02     0.38276510416878E+01
    0.10725800000000E+02     0.17785551203387E+03     0.60903880263617E+02     0.59898666491165E+02     0.38276284639058E+01
    0.10728000000000E+02     0.17786648745273E+03     0.60881654602595E+02     0.60046632497821E+02     0.38276058492409E+01
    0.10730200000000E+02     0.17787743378638E+03     0.60859136151762E+02     0.60194931092153E+02     0.38275831976416E+01
    0.10732400000000E+02     0.17788835106797E+03     0.60836969295151E+02     0.60343562933251E+02     0.38275605090564E+01
    0.10734600000000E+02     0.17789923933064E+03     0.60814509166428E+02     0.60492528681270E+02     0.38275377834337E+01
    0.10736800000000E+02     0.17791009860747E+03     0.60792401002808E+02     0.60641828997441E+02     0.38275150207218E+01
    0.10739000000000E+02     0.17792092893152E+03     0.60769999084532E+02     0.60791464544079E+02     0.38274922208692E+01
    0.10741200000000E+02     0.17793173033578E+03     0.60747949502775E+02     0.60941435984563E+02     0.38274693838239E+01
    0.10743400000000E+02     0.17794250285323E+03     0.60725605683570E+02     0.61091743983365E+02     0.38274465095342E+01
    0.10745600000000E+02     0.17795324651681E+03     0.60703614572835E+02     0.61242389206027E+02     0.38274235979482E+01
    0.10747800000000E+02     0.17796396135940E+03     0.60681328741614E+02     0.61393372319176E+02     0.38274006490140E+01
    0.10750000000000E+02     0.17797464741387E+03     0.60659395991344E+02     0.61544693990521E+02     0.38273776626796E+01
    0.10752200000000E+02     0.17798530471302E+03     0.60637168037305E+02     0.61696354888854E+02     0.38273546388930E+01
    0.10754400000000E+02     0.17799593328964E+03     0.60615293537234E+02     0.61848355684047E+02     0.38273315776021E+01
    0.10756600000000E+02     0.17800653317646E+03     0.60593123349861E+02     0.62000697047064E+02     0.38273084787547E+01
    0.10758800000000E+02     0.17801710440618E+03     0.60571306990004E+02     0.62153379649955E+02     0.38272853422986E+01
    0.10761000000000E+02     0.17802764701148E+03     0.60549194459065E+02     0.62306404165853E+02     0.38272621681816E+01
    0.10763200000000E+02     0.17803816102496E+03     0.60527436129723E+02     0.62459771268986E+02     0.38272389563513E+01
    0.10765400000000E+02     0.17804864647922E+03     0.60505381145270E+02     0.62613481634662E+02     0.38272157067555E+01
    0.10767600000000E+02     0.17805910340680E+03     0.60483680737028E+02     0.62767535939293E+02     0.38271924193415E+01
    0.10769800000000E+02     0.17806953184022E+03     0.60461683189396E+02     0.62921934860377E+02     0.38271690940571E+01
    0.10772000000000E+02     0.17807993181194E+03     0.60440040593121E+02     0.63076679076503E+02     0.38271457308495E+01
    0.10774200000000E+02     0.17809030335440E+03     0.60418100372926E+02     0.63231769267359E+02     0.38271223296663E+01
    0.10776400000000E+02     0.17810064649998E+03     0.60396515479767E+02     0.63387206113728E+02     0.38270988904548E+01
    0.10778600000000E+02     0.17811096128106E+03     0.60374632477909E+02     0.63542990297483E+02     0.38270754131622E+01
    0.10780800000000E+02     0.17812124772994E+03     0.60353105179296E+02     0.63699122501610E+02     0.38270518977359E+01
    0.10783000000000E+02     0.17813150587891E+03     0.60331279286953E+02     0.63855603410177E+02     0.38270283441229E+01
    0.10785200000000E+02     0.17814173576022E+03     0.60309809474595E+02     0.64012433708364E+02     0.38270047522705E+01
    0.10787400000000E+02     0.17815193740606E+03     0.60288040583225E+02     0.64169614082449E+02     0.38269811221256E+01
    0.10789600000000E+02     0.17816211084860E+03     0.60266628149112E+02     0.64327145219808E+02     0.38269574536353E+01
    0.10791800000000E+02     0.17817225611999E+03     0.60244916150453E+02     0.64485027808929E+02     0.38269337467466E+01
    0.10794000000000E+02     0.17818237325229E+03     0.60223560986853E+02     0.64643262539397E+02     0.38269100014063E+01
    0.10796200000000E+02     0.17819246227759E+03     0.60201905772918E+02     0.64801850101910E+02     0.38268862175613E+01
    0.10798400000000E+02     0.17820252322788E+03     0.60180607772378E+02     0.64960791188265E+02     0.38268623951583E+01
    0.10800600000000E+02     0.17821255613515E+03     0.60159009235460E+02     0.65120086491374E+02     0.38268385341442E+01
    0.10802800000000E+02     0.17822256103135E+03     0.60137768290801E+02     0.65279736705255E+02     0.38268146344656E+01
    0.10805000000000E+02     0.17823253794837E+03     0.60116226323469E+02     0.65439742525037E+02     0.38267906960690E+01
    0.10807200000000E+02     0.17824248691810E+03     0.60095042327790E+02     0.65600104646960E+02     0.38267667189011E+01
    0.10809400000000E+02     0.17825240797234E+03     0.60073556822886E+02     0.65760823768377E+02     0.38267427029083E+01
    0.10811600000000E+02     0.17826230114291E+03     0.60052429669562E+02     0.65921900587755E+02     0.38267186480371E+01
    0.10813800000000E+02     0.17827216646156E+03     0.60031000520206E+02     0.66083335804677E+02     0.38266945542340E+01
    0.10816000000000E+02     0.17828200396000E+03     0.60009930102884E+02     0.66245130119837E+02     0.38266704214451E+01
    0.10818200000000E+02     0.17829181366992E+03     0.59988557202468E+02     0.66407284235054E+02     0.38266462496169E+01
    0.10820400000000E+02     0.17830159562297E+03     0.59967543415071E+02     0.66569798853259E+02     0.38266220386955E+01
    0.10822600000000E+02     0.17831134985075E+03     0.59946226657259E+02     0.66732674678505E+02     0.38265977886271E+01
    0.10824800000000E+02     0.17832107638483E+03     0.59925269393982E+02     0.66895912415962E+02     0.38265734993578E+01
    0.10827000000000E+02     0.17833077525674E+03     0.59904008672713E+02     0.67059512771927E+02     0.38265491708336E+01
    0.10829200000000E+02     0.17834044649800E+03     0.59883107828023E+02     0.67223476453817E+02     0.38265248030006E+01
    0.10831400000000E+02     0.17835009014005E+03     0.59861903037506E+02     0.67387804170172E+02     0.38265003958046E+01
    0.10833600000000E+02     0.17835970621432E+03     0.59841058506140E+02     0.67552496630656E+02     0.38264759491916E+01
    0.10835800000000E+02     0.17836929475221E+03     0.59819909540854E+02     0.67717554546063E+02     0.38264514631074E+01
    0.10838000000000E+02     0.17837885578505E+03     0.59799121217822E+02     0.67882978628313E+02     0.38264269374977E+01
    0.10840200000000E+02     0.17838838934417E+03     0.59778027972518E+02     0.68048769590450E+02     0.38264023723083E+01
    0.10842400000000E+02     0.17839789546084E+03     0.59757295753097E+02     0.68214928146653E+02     0.38263777674848E+01
    0.10844600000000E+02     0.17840737416630E+03     0.59736258122792E+02     0.68381455012225E+02     0.38263531229728E+01
    0.10846800000000E+02     0.17841682549177E+03     0.59715581902531E+02     0.68548350903609E+02     0.38263284387179E+01
    0.10849000000000E+02     0.17842624946840E+03     0.59694599782513E+02     0.68715616538374E+02     0.38263037146655E+01
    0.10851200000000E+02     0.17843564612733E+03     0.59673979457226E+02     0.68883252635224E+02     0.38262789507610E+01
    0.10853400000000E+02     0.17844501549966E+03     0.59653052743049E+02     0.69051259914003E+02     0.38262541469499E+01
    0.10855600000000E+02     0.17845435761645E+03     0.59632488208819E+02     0.69219639095680E+02     0.38262293031774E+01
    0.10857800000000E+02     0.17846367250873E+03     0.59611616796304E+02     0.69388390902375E+02     0.38262044193888E+01
    0.10860000000000E+02     0.17847296020747E+03     0.59591107949480E+02     0.69557516057333E+02     0.38261794955292E+01
    0.10862200000000E+02     0.17848222074363E+03     0.59570291734714E+02     0.69727015284950E+02     0.38261545315439E+01
    0.10864400000000E+02     0.17849145414813E+03     0.59549838471912E+02     0.69896889310755E+02     0.38261295273778E+01
    0.10866600000000E+02     0.17850066045185E+03     0.59529077351247E+02     0.70067138861419E+02     0.38261044829761E+01
    0.10868800000000E+02     0.17850983968564E+03     0.59508679569346E+02     0.70237764664758E+02     0.38260793982837E+01
    0.10871000000000E+02     0.17851899188029E+03     0.59487973439399E+02     0.70408767449730E+02     0.38260542732455E+01
    0.10873200000000E+02     0.17852811706658E+03     0.59467631035543E+02     0.70580147946442E+02     0.38260291078064E+01
    0.10875400000000E+02     0.17853721527526E+03     0.59446979793194E+02     0.70751906886139E+02     0.38260039019111E+01
    0.10877600000000E+02     0.17854628653701E+03     0.59426692664790E+02     0.70924045001218E+02     0.38259786555043E+01
    0.10879800000000E+02     0.17855533088251E+03     0.59406096207183E+02     0.71096563025228E+02     0.38259533685309E+01
    0.10882000000000E+02     0.17856434834239E+03     0.59385864251901E+02     0.71269461692857E+02     0.38259280409353E+01
    0.10884200000000E+02     0.17857333894723E+03     0.59365322476440E+02     0.71442741739953E+02     0.38259026726622E+01
    0.10886400000000E+02     0.17858230272760E+03     0.59345145592212E+02     0.71616403903514E+02     0.38258772636561E+01
    0.10888600000000E+02     0.17859123971403E+03     0.59324658396565E+02     0.71790448921679E+02     0.38258518138613E+01
    0.10890800000000E+02     0.17860014993700E+03     0.59304536481584E+02     0.71964877533759E+02     0.38258263232224E+01
    0.10893000000000E+02     0.17860903342695E+03     0.59284103763676E+02     0.72139690480206E+02     0.38258007916837E+01
    0.10895200000000E+02     0.17861789021432E+03     0.59264036716397E+02     0.72314888502631E+02     0.38257752191893E+01
    0.10897400000000E+02     0.17862672032948E+03     0.59243658374415E+02     0.72490472343806E+02     0.38257496056836E+01
    0.10899600000000E+02     0.17863552380277E+03     0.59223646093549E+02     0.72666442747654E+02     0.38257239511107E+01
    0.10901800000000E+02     0.17864430066452E+03     0.59203322025940E+02     0.72842800459263E+02     0.38256982554147E+01
    0.10904000000000E+02     0.17865305094499E+03     0.59183364410460E+02     0.73019546224880E+02     0.38256725185396E+01
